article_id,newspaper,search_term,title,article_url,section,published_date,image_count
uk-england-manchester-36955309,BBC News,IPCC,Jordon Begley death: IPCC seeks wants to quash Taser death report,https://www.bbc.co.uk/news/uk-england-manchester-36955309,BBC search,,1
uk-england-manchester-36978819,BBC News,IPCC,"No GMP officers deployed to find vulnerable teenager, IPCC says",https://www.bbc.co.uk/news/uk-england-manchester-36978819,BBC search,,1
uk-england-manchester-37999949,BBC News,IPCC,Jordon Begley death: IPCC wants to quash Taser case report,https://www.bbc.co.uk/news/uk-england-manchester-37999949,BBC search,,1
uk-england-manchester-38105762,BBC News,IPCC,Jordon Begley death: Judges quash IPCC Taser case report,https://www.bbc.co.uk/news/uk-england-manchester-38105762,BBC search,,1
uk-england-manchester-39554242,BBC News,IPCC,IPCC investigation into GMP officer was 'potentially criminal',https://www.bbc.co.uk/news/uk-england-manchester-39554242,BBC search,,1
uk-england-manchester-40827047,BBC News,IPCC,Oldham siege: Greater Manchester Police investigated by IPCC,https://www.bbc.co.uk/news/uk-england-manchester-40827047,BBC search,,1
uk-england-merseyside-36282471,BBC News,IPCC,Hillsborough: IPCC to investigate South Yorkshire Police 'spin' claims,https://www.bbc.co.uk/news/uk-england-merseyside-36282471,BBC search,,2
uk-england-merseyside-36663333,BBC News,IPCC,IPCC assesses actions of police chief at Hillsborough inquests,https://www.bbc.co.uk/news/uk-england-merseyside-36663333,BBC search,,1
uk-england-merseyside-37634288,BBC News,IPCC,IPCC will not investigate David Crompton complaint,https://www.bbc.co.uk/news/uk-england-merseyside-37634288,BBC search,,3
uk-england-merseyside-37728501,BBC News,IPCC,IPCC to assess Sir Norman Bettison's Hillsborough book,https://www.bbc.co.uk/news/uk-england-merseyside-37728501,BBC search,,3
uk-england-merseyside-38144728,BBC News,IPCC,"Hillsborough: No evidence of South Yorkshire Police spin, IPCC says",https://www.bbc.co.uk/news/uk-england-merseyside-38144728,BBC search,,3
uk-england-merseyside-39419843,BBC News,"""sea level""","Everton's new stadium plans could be sunk by rising sea levels, warns academic",https://www.bbc.co.uk/news/uk-england-merseyside-39419843,BBC search,,3
uk-england-merseyside-42064131,BBC News,IPCC,IPCC investigate Merseyside Police after cyclist suffers head injury,https://www.bbc.co.uk/news/uk-england-merseyside-42064131,BBC search,,1
uk-england-norfolk-22283372,BBC News,"""global warming""",Guy Stewart Callendar: Global warming discovery marked,https://www.bbc.co.uk/news/uk-england-norfolk-22283372,BBC search,,2
uk-england-norfolk-54155864,BBC News,"""carbon dioxide""",Gorleston deaths: Woman died from carbon dioxide poisoning,https://www.bbc.co.uk/news/uk-england-norfolk-54155864,BBC search,,2
uk-england-norfolk-59474711,BBC News,"""sea level""",The Broads: 'Urgent action needed' over rising sea levels,https://www.bbc.co.uk/news/uk-england-norfolk-59474711,BBC search,,3
uk-england-northamptonshire-36114429,BBC News,IPCC,Northamptonshire PCC Adam Simmonds 'should come clean over IPCC inquiry',https://www.bbc.co.uk/news/uk-england-northamptonshire-36114429,BBC search,,1
uk-england-northamptonshire-40950234,BBC News,IPCC,"India Chipchase murder: Police response 'appropriate', IPCC finds",https://www.bbc.co.uk/news/uk-england-northamptonshire-40950234,BBC search,,3
uk-england-nottinghamshire-35982852,BBC News,IPCC,IPCC to investigate 'naked rampage' arrest death,https://www.bbc.co.uk/news/uk-england-nottinghamshire-35982852,BBC search,,1
uk-england-nottinghamshire-40813432,BBC News,IPCC,Woman to sue IPCC over pregnancy-arrest probe,https://www.bbc.co.uk/news/uk-england-nottinghamshire-40813432,BBC search,,3
uk-england-nottinghamshire-42592470,BBC News,IPCC,IPCC investigates death of detained man in Nottingham,https://www.bbc.co.uk/news/uk-england-nottinghamshire-42592470,BBC search,,2
uk-england-south-yorkshire-39507760,BBC News,IPCC,IPCC to probe claims ex-South Yorkshire PCC lied on oath,https://www.bbc.co.uk/news/uk-england-south-yorkshire-39507760,BBC search,,1
uk-england-south-yorkshire-40341219,BBC News,IPCC,South Yorkshire Police IPCC probe over threats to murder victim,https://www.bbc.co.uk/news/uk-england-south-yorkshire-40341219,BBC search,,3
uk-england-south-yorkshire-67785358,BBC News,emissions,Sheffield City Council emissions only cut by 3% since 2019,https://www.bbc.co.uk/news/uk-england-south-yorkshire-67785358,BBC search,,2
uk-england-stoke-staffordshire-38934221,BBC News,IPCC,IPCC probe 'after Staffordshire police stop man 17 times',https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-38934221,BBC search,,1
uk-england-stoke-staffordshire-40854679,BBC News,IPCC,IPCC investigates alleged scattering of baby's ashes during search,https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-40854679,BBC search,,2
uk-england-stoke-staffordshire-65610793,BBC News,"""greenhouse gas""",Pipeline network planned to cut greenhouse gas emissions from industry,https://www.bbc.co.uk/news/uk-england-stoke-staffordshire-65610793,BBC search,,3
uk-england-sussex-35797792,BBC News,"""sea level""",Shoreham-by-Sea residents in level crossing subway protest,https://www.bbc.co.uk/news/uk-england-sussex-35797792,BBC search,,4
uk-england-sussex-35910769,BBC News,IPCC,Sussex Police refer pedestrian death to IPCC,https://www.bbc.co.uk/news/uk-england-sussex-35910769,BBC search,,1
uk-england-sussex-36472234,BBC News,IPCC,"Disabled girl handcuffed by Sussex Police, IPCC finds",https://www.bbc.co.uk/news/uk-england-sussex-36472234,BBC search,,3
uk-england-tees-35882816,BBC News,IPCC,IPCC to probe Cleveland Police 'discrimination' ruling,https://www.bbc.co.uk/news/uk-england-tees-35882816,BBC search,,1
uk-england-tees-61231252,BBC News,"""carbon dioxide""",Plans for two plants to tackle Teesside carbon dioxide emissions,https://www.bbc.co.uk/news/uk-england-tees-61231252,BBC search,,2
uk-england-tyne-37176051,BBC News,IPCC,Stewart Anderson: IPCC to investigate Durham Loveshack death,https://www.bbc.co.uk/news/uk-england-tyne-37176051,BBC search,,1
uk-england-tyne-37841527,BBC News,IPCC,Quentin Woolmer death: IPCC finds 'no misconduct',https://www.bbc.co.uk/news/uk-england-tyne-37841527,BBC search,,0
uk-england-wiltshire-35694417,BBC News,IPCC,IPCC reports Wiltshire Police could not have stopped Alison Connolly's murder,https://www.bbc.co.uk/news/uk-england-wiltshire-35694417,BBC search,,2
uk-england-york-north-yorkshire-35996967,BBC News,IPCC,North Yorkshire Police investigated by IPCC over Scarborough death,https://www.bbc.co.uk/news/uk-england-york-north-yorkshire-35996967,BBC search,,1
uk-northern-ireland-27793790,BBC News,"""greenhouse gas""",NI greenhouse gas emissions: Weather and coal blamed for rise,https://www.bbc.co.uk/news/uk-northern-ireland-27793790,BBC search,,2
uk-northern-ireland-40259722,BBC News,"""greenhouse gas""",Northern Ireland's greenhouse gas emissions are up,https://www.bbc.co.uk/news/uk-northern-ireland-40259722,BBC search,,1
uk-northern-ireland-48338943,BBC News,"""carbon dioxide""",Warrenpoint Port set for Â£9.5m carbon dioxide terminal,https://www.bbc.co.uk/news/uk-northern-ireland-48338943,BBC search,,1
uk-northern-ireland-64585225,BBC News,"""greenhouse gas""",Agriculture NI's biggest greenhouse gas emitting sector,https://www.bbc.co.uk/news/uk-northern-ireland-64585225,BBC search,,2
uk-northern-ireland-65964230,BBC News,"""greenhouse gas""","NI Greenhouse gas emissions increased by 5% in 2021, report finds",https://www.bbc.co.uk/news/uk-northern-ireland-65964230,BBC search,,2
uk-northern-ireland-68241023,BBC News,emissions,Beef cattle carbon emissions scheme 'could disadvantage us' - farmer,https://www.bbc.co.uk/news/uk-northern-ireland-68241023,BBC search,,4
uk-northern-ireland-68332193,BBC News,emissions,MoT: Plan to test diesel car emissions - court told,https://www.bbc.co.uk/news/uk-northern-ireland-68332193,BBC search,,1
uk-politics-18692139,BBC News,"""global warming""",Global warming: Andrew Pendleton and James Delingpole,https://www.bbc.co.uk/news/uk-politics-18692139,BBC search,,3
uk-politics-68868751,BBC News,emissions,"'We're the first country to halve emissions', says energy secretary. Watch Now 'We're the first country to halve emissions', says energy secretary",https://www.bbc.co.uk/news/av/uk-politics-68868751,BBC search,,0
uk-scotland-11216118,BBC News,"""greenhouse gas""",Scots greenhouse gas emissions 'down 21% in decade',https://www.bbc.co.uk/news/uk-scotland-11216118,BBC search,,1
uk-scotland-14807069,BBC News,"""greenhouse gas""",Scottish greenhouse gas emissions falling,https://www.bbc.co.uk/news/uk-scotland-14807069,BBC search,,1
uk-scotland-26724181,BBC News,"""greenhouse gas""",Greenhouse gas emissions: Scotland making 'good progress',https://www.bbc.co.uk/news/uk-scotland-26724181,BBC search,,1
uk-scotland-40259851,BBC News,"""greenhouse gas""",Scottish greenhouse gas emissions rise,https://www.bbc.co.uk/news/uk-scotland-40259851,BBC search,,3
uk-scotland-44453764,BBC News,"""greenhouse gas""",Scottish greenhouse gas emission rates 'halved since 1990',https://www.bbc.co.uk/news/uk-scotland-44453764,BBC search,,2
uk-scotland-46783590,BBC News,"""greenhouse gas""",Greenhouse gases from Scottish industry at 10-year low,https://www.bbc.co.uk/news/uk-scotland-46783590,BBC search,,2
uk-scotland-48257019,BBC News,"""greenhouse gas""",Scotland's food waste causing more greenhouse gas than plastic,https://www.bbc.co.uk/news/uk-scotland-48257019,BBC search,,1
uk-scotland-48798925,BBC News,"""sea level""",North Sea cod stocks fall to 'critical' level says Ices report,https://www.bbc.co.uk/news/uk-scotland-48798925,BBC search,,3
uk-scotland-53063990,BBC News,"""greenhouse gas""",Power sector problems see greenhouse gas target missed,https://www.bbc.co.uk/news/uk-scotland-53063990,BBC search,,2
uk-scotland-54834149,BBC News,"""sea level""",The Outer Hebrides: Islands under threat from rising sea levels. Watch Now The Outer Hebrides: Islands under threat from rising sea levels,https://www.bbc.co.uk/news/av/uk-scotland-54834149,BBC search,,0
uk-scotland-54844546,BBC News,"""greenhouse gas""",Farming faces 'historic' shift to cut greenhouse gas emissions,https://www.bbc.co.uk/news/uk-scotland-54844546,BBC search,,4
uk-scotland-57482228,BBC News,"""greenhouse gas""",Scotland's greenhouse gas emissions target missed again,https://www.bbc.co.uk/news/uk-scotland-57482228,BBC search,,3
uk-scotland-61718803,BBC News,"""greenhouse gas""",Scotland's greenhouse gas emissions fell during Covid pandemic,https://www.bbc.co.uk/news/uk-scotland-61718803,BBC search,,4
uk-scotland-62969519,BBC News,"""greenhouse gas""",Accidental greenhouse gas release at Perth meat plant,https://www.bbc.co.uk/news/uk-scotland-62969519,BBC search,,1
uk-scotland-65960717,BBC News,"""greenhouse gas""",Scotland misses greenhouse gas emissions target,https://www.bbc.co.uk/news/uk-scotland-65960717,BBC search,,2
uk-scotland-66316923,BBC News,IPCC,IPCC: Scots professor to lead top global climate body,https://www.bbc.co.uk/news/uk-scotland-66316923,BBC search,,3
uk-scotland-edinburgh-east-fife-17089378,BBC News,"""carbon dioxide""",ExxonMobil fined 'record' Â£2.8m over carbon dioxide emissions,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-17089378,BBC search,,1
uk-scotland-edinburgh-east-fife-27812488,BBC News,"""carbon dioxide""",Plan to demolish Gorebridge homes after carbon dioxide gas leak,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-27812488,BBC search,,1
uk-scotland-edinburgh-east-fife-27905611,BBC News,"""carbon dioxide""",Gorebridge homes to be demolished after carbon dioxide gas leak,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-27905611,BBC search,,1
uk-scotland-glasgow-west-43107251,BBC News,"""carbon dioxide""","Carbon dioxide 'dissolves starfish', study finds",https://www.bbc.co.uk/news/uk-scotland-glasgow-west-43107251,BBC search,,2
uk-scotland-highlands-islands-49884457,BBC News,"""sea level""",'Shocking level' of litter on sea corals off Scotland,https://www.bbc.co.uk/news/uk-scotland-highlands-islands-49884457,BBC search,,3
uk-scotland-north-east-orkney-shetland-43461811,BBC News,"""sea level""",North Sea oil and gas exploration 'at lowest level since 1970s',https://www.bbc.co.uk/news/uk-scotland-north-east-orkney-shetland-43461811,BBC search,,3
uk-scotland-scotland-business-18169693,BBC News,"""sea level""",Record level of applications to drill for oil and gas in North sea,https://www.bbc.co.uk/news/uk-scotland-scotland-business-18169693,BBC search,,1
uk-scotland-scotland-politics-18871679,BBC News,"""greenhouse gas""",Cold weather stops Scottish greenhouse gas emissions target being met,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-18871679,BBC search,,1
uk-scotland-scotland-politics-27778476,BBC News,"""greenhouse gas""",Minister claims 'progress' on greenhouse gas emissions,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-27778476,BBC search,,2
uk-scotland-scotland-politics-48594832,BBC News,"""greenhouse gas""",Greenhouse gas emissions target missed in Scotland,https://www.bbc.co.uk/news/uk-scotland-scotland-politics-48594832,BBC search,,3
uk-scotland-tayside-central-46963232,BBC News,"""greenhouse gas""",Scotland 'could be net-zero for greenhouse gas emissions',https://www.bbc.co.uk/news/uk-scotland-tayside-central-46963232,BBC search,,4
uk-wales-12448029,BBC News,"""greenhouse gas""",Oats could cut greenhouse gases in Aberystwyth study,https://www.bbc.co.uk/news/uk-wales-12448029,BBC search,,1
uk-wales-26125479,BBC News,"""sea level""",Sea level threat to force retreat of communities in Wales,https://www.bbc.co.uk/news/uk-wales-26125479,BBC search,,1
uk-wales-27944888,BBC News,"""greenhouse gas""",Swansea University: 'Greenhouse gases affecting oceans' Watch Now Swansea University: 'Greenhouse gases affecting oceans',https://www.bbc.co.uk/news/av/uk-wales-27944888,BBC search,,0
uk-wales-39019482,BBC News,IPCC,Abergele A55 police BMW car chase referred to IPCC,https://www.bbc.co.uk/news/uk-wales-39019482,BBC search,,1
uk-wales-39157916,BBC News,IPCC,Dyfed-Powys Police boss cleared by IPCC probe resigns,https://www.bbc.co.uk/news/uk-wales-39157916,BBC search,,0
uk-wales-40504928,BBC News,"""greenhouse gas""",Cut greenhouse gases from Wales 'faster' demand,https://www.bbc.co.uk/news/uk-wales-40504928,BBC search,,3
uk-wales-44642039,BBC News,"""greenhouse gas""",Greenhouse gas emissions rise in Wales 'due to power stations',https://www.bbc.co.uk/news/uk-wales-44642039,BBC search,,3
uk-wales-49761931,BBC News,"""sea level""",Climate change: Rising sea levels threatening the Welsh coast. Watch Now Climate change: Rising sea levels threatening the Welsh coast,https://www.bbc.co.uk/news/av/uk-wales-49761931,BBC search,,0
uk-wales-57227180,BBC News,"""greenhouse gas""",Climate change: Aberystwyth University's role removing greenhouse gases,https://www.bbc.co.uk/news/uk-wales-57227180,BBC search,,2
uk-wales-58146128,BBC News,IPCC,Climate change: IPCC report heralds Wales' 'last-chance saloon',https://www.bbc.co.uk/news/uk-wales-58146128,BBC search,,8
uk-wales-58625569,BBC News,"""carbon dioxide""",CO2: Food and drink fears for Wales over carbon dioxide cuts,https://www.bbc.co.uk/news/uk-wales-58625569,BBC search,,8
uk-wales-58830248,BBC News,"""sea level""",Climate change: How rising sea levels may affect Wales. Watch Now Climate change: How rising sea levels may affect Wales,https://www.bbc.co.uk/news/av/uk-wales-58830248,BBC search,,0
uk-wales-59122681,BBC News,"""global warming""",Climate change: 'I created the global-warming-stripes graphic' Watch Now Climate change: 'I created the global-warming-stripes graphic',https://www.bbc.co.uk/news/av/uk-wales-59122681,BBC search,,0
uk-wales-north-east-wales-38508940,BBC News,IPCC,Janet Commins: IPCC inquiry into 1976 murder investigation,https://www.bbc.co.uk/news/uk-wales-north-east-wales-38508940,BBC search,,1
uk-wales-north-east-wales-40950249,BBC News,IPCC,Denbigh stabbing: IPCC probe Laura Jayne Stuart's death,https://www.bbc.co.uk/news/uk-wales-north-east-wales-40950249,BBC search,,1
uk-wales-politics-35034662,BBC News,"""greenhouse gas""",Greenhouse gas 2020 emissions goal 'almost impossible',https://www.bbc.co.uk/news/uk-wales-politics-35034662,BBC search,,0
uk-wales-south-east-wales-35820546,BBC News,IPCC,IPCC to probe police contact with murder victim,https://www.bbc.co.uk/news/uk-wales-south-east-wales-35820546,BBC search,,1
uk-wales-south-east-wales-38356692,BBC News,IPCC,"Crash on A48 Cowbridge Road, Cardiff, referred to IPCC",https://www.bbc.co.uk/news/uk-wales-south-east-wales-38356692,BBC search,,1
uk-wales-south-east-wales-40530547,BBC News,IPCC,IPCC investigates death of Jon James in Llantrisant,https://www.bbc.co.uk/news/uk-wales-south-east-wales-40530547,BBC search,,1
uk-wales-south-east-wales-40837062,BBC News,IPCC,IPCC probe into fatal police chase on M4 around Cardiff,https://www.bbc.co.uk/news/uk-wales-south-east-wales-40837062,BBC search,,2
world-30016428,BBC News,"""greenhouse gas""",US and China leaders in 'historic' greenhouse gas emissions pledge. Watch Now US and China leaders in 'historic' greenhouse gas emissions pledge,https://www.bbc.co.uk/news/av/world-30016428,BBC search,,0
world-34674691,BBC News,"""greenhouse gas""",UN: Climate plans to go further to cut greenhouse gases. Watch Now UN: Climate plans to go further to cut greenhouse gases,https://www.bbc.co.uk/news/av/world-34674691,BBC search,,0
world-43789527,BBC News,"""carbon dioxide""",Turning carbon dioxide into rock - forever,https://www.bbc.co.uk/news/world-43789527,BBC search,,12
world-49777279,BBC News,"""global warming""",Climate protests: Marches worldwide against global warming,https://www.bbc.co.uk/news/world-49777279,BBC search,,2
world-58064485,BBC News,IPCC,Climate change: At-risk nations fear extinction after IPCC report,https://www.bbc.co.uk/news/world-58064485,BBC search,,4
world-59156491,BBC News,"""global warming""",COP26 promises could limit global warming to 1.8C,https://www.bbc.co.uk/news/live/world-59156491,BBC search,,22
world-67418276,BBC News,"""sea level""","When sea levels rise, so does your rent",https://www.bbc.co.uk/news/world-67418276,BBC search,,11
world-africa-45971337,BBC News,"""global warming""",Explainer: What is Global Warming? Watch Now Explainer: What is Global Warming?,https://www.bbc.co.uk/news/av/world-africa-45971337,BBC search,,0
world-africa-68163587,BBC News,emissions,Ghana enforces controversial emissions levy,https://www.bbc.co.uk/news/world-africa-68163587,BBC search,,1
world-asia-32010505,BBC News,"""global warming""",China weather bureau warns over global warming. Watch Now China weather bureau warns over global warming,https://www.bbc.co.uk/news/av/world-asia-32010505,BBC search,,0
world-asia-54138677,BBC News,"""sea level""",Climate change: Rising sea levels in Fiji create 'ghost towns' Watch Now Climate change: Rising sea levels in Fiji create 'ghost towns',https://www.bbc.co.uk/news/av/world-asia-54138677,BBC search,,0
world-asia-56853156,BBC News,"""sea level""",How rising sea levels are threatening my home. Watch Now How rising sea levels are threatening my home,https://www.bbc.co.uk/news/av/world-asia-56853156,BBC search,,0
world-asia-56930019,BBC News,"""sea level""",How rising sea levels are threatening my home. Watch Now How rising sea levels are threatening my home,https://www.bbc.co.uk/news/av/world-asia-56930019,BBC search,,0
world-asia-china-30015545,BBC News,"""greenhouse gas""",US and China leaders in 'historic' greenhouse gas emissions pledge,https://www.bbc.co.uk/news/world-asia-china-30015545,BBC search,,2
world-asia-china-42833178,BBC News,"""global warming""",China to develop Arctic shipping routes opened by global warming,https://www.bbc.co.uk/news/world-asia-china-42833178,BBC search,,2
world-asia-india-58155294,BBC News,IPCC,Climate change: The IPCC environmental warning India cannot ignore,https://www.bbc.co.uk/news/world-asia-india-58155294,BBC search,,4
world-asia-pacific-12869678,BBC News,"""sea level""","Japan: Radioactive levels in sea 1,250 times higher than the safety limit. Watch Now Japan: Radioactive levels in sea 1,250 times higher than the safety limit",https://www.bbc.co.uk/news/av/world-asia-pacific-12869678,BBC search,,0
world-europe-33144373,BBC News,"""global warming""",Pope urges action on global warming in leaked document. Watch Now Pope urges action on global warming in leaked document,https://www.bbc.co.uk/news/av/world-europe-33144373,BBC search,,0
world-europe-33144573,BBC News,"""global warming""",Pope to urge swift action on global warming,https://www.bbc.co.uk/news/world-europe-33144573,BBC search,,1
world-europe-33182065,BBC News,"""global warming""",Pope Francis blames 'human selfishness' for global warming,https://www.bbc.co.uk/news/world-europe-33182065,BBC search,,5
world-europe-33253772,BBC News,"""greenhouse gas""",Netherlands ordered to cut greenhouse gas emissions,https://www.bbc.co.uk/news/world-europe-33253772,BBC search,,3
world-europe-36255749,BBC News,"""sea level""",Five Pacific islands disappear as sea levels rise,https://www.bbc.co.uk/news/world-europe-36255749,BBC search,,4
world-europe-49788483,BBC News,"""global warming""",Pizol glacier: Swiss hold funeral for ice lost to global warming,https://www.bbc.co.uk/news/world-europe-49788483,BBC search,,5
world-europe-58552651,BBC News,"""greenhouse gas""",Cows toilet trained to reduce greenhouse gas emissions,https://www.bbc.co.uk/news/world-europe-58552651,BBC search,,1
world-europe-58559004,BBC News,"""greenhouse gas""",Climate change: Cows 'toilet trained' in bid to curb greenhouse gases. Watch Now Climate change: Cows 'toilet trained' in bid to curb greenhouse gases,https://www.bbc.co.uk/news/av/world-europe-58559004,BBC search,,0
world-europe-guernsey-12583359,BBC News,"""greenhouse gas""",Call for Guernsey to cut more greenhouse gases,https://www.bbc.co.uk/news/world-europe-guernsey-12583359,BBC search,,0
world-europe-guernsey-17203928,BBC News,"""greenhouse gas""",Guernsey greenhouse gas decrease continues,https://www.bbc.co.uk/news/world-europe-guernsey-17203928,BBC search,,1
world-europe-guernsey-21534441,BBC News,"""greenhouse gas""",Guernsey greenhouse gas levels rise slightly,https://www.bbc.co.uk/news/world-europe-guernsey-21534441,BBC search,,0
world-europe-guernsey-52904983,BBC News,"""greenhouse gas""",Guernsey targets 'net zero' greenhouse gas emissions by 2050,https://www.bbc.co.uk/news/world-europe-guernsey-52904983,BBC search,,2
world-europe-guernsey-60953595,BBC News,"""greenhouse gas""",Covid pandemic causes fall in Guernsey greenhouse gas emissions,https://www.bbc.co.uk/news/world-europe-guernsey-60953595,BBC search,,2
world-europe-isle-of-man-66394605,BBC News,"""sea level""",Manx forecaster's warning over rising sea levels,https://www.bbc.co.uk/news/world-europe-isle-of-man-66394605,BBC search,,4
world-europe-jersey-20936672,BBC News,"""greenhouse gas""",Jersey energy plan aims to cut greenhouse gases by 80%,https://www.bbc.co.uk/news/world-europe-jersey-20936672,BBC search,,1
world-middle-east-36099248,BBC News,"""greenhouse gas""",Can Iran boost production while cutting greenhouse gases?,https://www.bbc.co.uk/news/world-middle-east-36099248,BBC search,,3
world-us-canada-11685516,BBC News,"""carbon dioxide""",The world's longest running carbon dioxide experiment,https://www.bbc.co.uk/news/world-us-canada-11685516,BBC search,,3
world-us-canada-12069884,BBC News,"""greenhouse gas""",Obama to regulate greenhouse gases from power plants,https://www.bbc.co.uk/news/world-us-canada-12069884,BBC search,,1
world-us-canada-28126991,BBC News,"""carbon dioxide""",Nasa launches carbon dioxide observer. Watch Now Nasa launches carbon dioxide observer,https://www.bbc.co.uk/news/av/world-us-canada-28126991,BBC search,,0
world-us-canada-39221092,BBC News,"""global warming""",EPA chief doubts carbon dioxide's role in global warming,https://www.bbc.co.uk/news/world-us-canada-39221092,BBC search,,3
world-us-canada-44067797,BBC News,"""greenhouse gas""",Trump White House axes Nasa research into greenhouse gas cuts,https://www.bbc.co.uk/news/world-us-canada-44067797,BBC search,,3
world-us-canada-50352588,BBC News,"""global warming""",Durwood Zaelke: How changes to air conditioning will fight global warming. Watch Now Durwood Zaelke: How changes to air conditioning will fight global warming,https://www.bbc.co.uk/news/av/world-us-canada-50352588,BBC search,,0
