article_id,newspaper,year_window,search_term,article_title,article_url,published_date,updated_date,image_index,image_url,local_image_path,caption,credit,positive_chart_signal_count,positive_chart_signals,negative_photo_signal_count,negative_photo_signals,review_priority,auto_review_label,dedup_image_path,metadata_source_csv
science-environment-50438611,BBC News,2019,"""sea level rise""",Sentinel for sea-level rise enters testing,https://www.bbc.co.uk/news/science-environment-50438611,2019-11-15,,3,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/D65B/production/_108957845_sea_level_rise_map640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2019-11-15_science-environment-50438611_img03.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2019-11-15_science-environment-50438611_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-50438611,BBC News,2019,"""sea level rise""",Sentinel for sea-level rise enters testing,https://www.bbc.co.uk/news/science-environment-50438611,2019-11-15,,4,https://ichef.bbci.co.uk/ace/standard/640/cpsprodpb/8E65/production/_108935463_sea_levels_cities_at_riskmap640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2019-11-15_science-environment-50438611_img04.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2019-11-15_science-environment-50438611_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-51283716,BBC News,2020,"""sea level rise""",Coastal floods warning in UK as sea levels rise,https://www.bbc.co.uk/news/science-environment-51283716,2020-02-14,,2,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/3139/production/_110710621_uk_flood_976-nc.png,../Scripts/output/bbc/bbc_images/bbc_2020-02-14_science-environment-51283716_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2020-02-14_science-environment-51283716_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-56935097,BBC News,2021,"""sea level rise""",The Cornish hut that gave rise to sea level benchmark,https://www.bbc.co.uk/news/science-environment-56935097,2021-04-30,,5,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/13B42/production/_118260708_os-maps-3d.jpg,../Scripts/output/bbc/bbc_images/bbc_2021-04-30_science-environment-56935097_img05.jpg,"Image caption, OS map applications allow you to fly around 3D mountains",,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-04-30_science-environment-56935097_img05.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
cy4dgp1p3p1o,BBC News,2021,"""climate change""","How climate change worsens heatwaves, droughts, fires and floods",https://www.bbc.co.uk/news/articles/cy4dgp1p3p1o,2021-08-09,2025-11-05,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/061c/live/116bf290-55a4-11f0-b5c5-012c5796682d.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_cy4dgp1p3p1o_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_cy4dgp1p3p1o_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-58130705,BBC News,2021,IPCC,Climate change: IPCC report is 'code red for humanity',https://www.bbc.co.uk/news/science-environment-58130705,2021-08-09,,6,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/FF74/production/_119869356_ipcc_climat_maps_2x640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_science-environment-58130705_img06.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_science-environment-58130705_img06.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-58138714,BBC News,2021,IPCC,Climate change: Five things we have learned from the IPCC report,https://www.bbc.co.uk/news/science-environment-58138714,2021-08-09,,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/15076/production/_119843168_ipcc_heat_chart_640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_science-environment-58138714_img02.png,,,1,chart,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_science-environment-58138714_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-58138714,BBC News,2021,IPCC,Climate change: Five things we have learned from the IPCC report,https://www.bbc.co.uk/news/science-environment-58138714,2021-08-09,,5,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/DC4C/production/_119869365_spm8_a-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_science-environment-58138714_img05.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_science-environment-58138714_img05.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-58138714,BBC News,2021,IPCC,Climate change: Five things we have learned from the IPCC report,https://www.bbc.co.uk/news/science-environment-58138714,2021-08-09,,9,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/17786/production/_119843169_ipcc_rain_chart_640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_science-environment-58138714_img09.png,,,1,chart,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_science-environment-58138714_img09.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-58141129,BBC News,2021,IPCC,Climate change: UN to reveal landmark IPCC report findings,https://www.bbc.co.uk/news/science-environment-58141129,2021-08-09,,4,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/EE21/production/_116516906_temp_rises_since_1850_gra640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_science-environment-58141129_img04.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_science-environment-58141129_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
world-58064485,BBC News,2021,IPCC,Climate change: At-risk nations fear extinction after IPCC report,https://www.bbc.co.uk/news/world-58064485,2021-08-09,,2,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/14AB7/production/_119836648_spm8_d-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_world-58064485_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_world-58064485_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
world-58064485,BBC News,2021,IPCC,Climate change: At-risk nations fear extinction after IPCC report,https://www.bbc.co.uk/news/world-58064485,2021-08-09,,3,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/649D/production/_119875752_ipcc_climat_maps_2x640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-08-09_world-58064485_img03.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-08-09_world-58064485_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
world-asia-india-58922398,BBC News,2021,"""1.5C""",Climate change: What emission cuts has India promised?,https://www.bbc.co.uk/news/world-asia-india-58922398,2021-10-27,2022-11-07,2,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/8B80/production/_127521753_india_power-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-10-27_world-asia-india-58922398_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-10-27_world-asia-india-58922398_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
world-asia-india-58922398,BBC News,2021,"""1.5C""",Climate change: What emission cuts has India promised?,https://www.bbc.co.uk/news/world-asia-india-58922398,2021-10-27,2022-11-07,4,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/8016/production/_121209723_india_greening_v2_640-2x-nc-1.png,../Scripts/output/bbc/bbc_images/bbc_2021-10-27_world-asia-india-58922398_img04.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-10-27_world-asia-india-58922398_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
uk-59110765,BBC News,2021,"""1.5C""",COP26: 'Window closing' to meet 1.5C warming target - Alok Sharma,https://www.bbc.co.uk/news/uk-59110765,2021-10-31,,5,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/1284D/production/_119835857_spm1_b-nc.png,../Scripts/output/bbc/bbc_images/bbc_2021-10-31_uk-59110765_img05.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2021-10-31_uk-59110765_img05.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-61795783,BBC News,2022,"""sea level rise""","Climate change: Rising sea levels threaten 200,000 England properties",https://www.bbc.co.uk/news/science-environment-61795783,2022-06-15,,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/2B5B/production/_125399011_england_floods_map_640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2022-06-15_science-environment-61795783_img02.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2022-06-15_science-environment-61795783_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-62322574,BBC News,2022,"""sea level rise""",Climate change: UK sea level rise speeding up - Met Office,https://www.bbc.co.uk/news/science-environment-62322574,2022-07-28,,2,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/A97A/production/_126068334_top_ten_hottest_uk_days_1657_2x640-nc.png,../Scripts/output/bbc/bbc_images/bbc_2022-07-28_science-environment-62322574_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2022-07-28_science-environment-62322574_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-63591796,BBC News,2022,"""1.5C""",COP27: Key climate goal of 1.5C rise faces new challenge,https://www.bbc.co.uk/news/science-environment-63591796,2022-11-11,,2,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/AB71/production/_127598834_2022-11-02-climate_warming-cat-projections-nc.png,../Scripts/output/bbc/bbc_images/bbc_2022-11-11_science-environment-63591796_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2022-11-11_science-environment-63591796_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-63617400,BBC News,2022,"""global temperature""",COP27: Fears of compromise on key 1.5C global temperature issue,https://www.bbc.co.uk/news/science-environment-63617400,2022-11-14,,3,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/17108/production/_127627449_2022-11-02-climate_warming-cat-projections_nov2022-nc.png,../Scripts/output/bbc/bbc_images/bbc_2022-11-14_science-environment-63617400_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2022-11-14_science-environment-63617400_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
uk-england-essex-64255567,BBC News,2023,"""sea level rise""",Flood of 1953: Canvey Island defiant in face of rising sea levels,https://www.bbc.co.uk/news/uk-england-essex-64255567,2023-01-31,,8,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/7432/production/_128364792_mapfloodareas.jpg,../Scripts/output/bbc/bbc_images/bbc_2023-01-31_uk-england-essex-64255567_img08.jpg,"Image caption, A further 35 people died in Jaywick in north Essex",,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-01-31_uk-england-essex-64255567_img08.jpg,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
uk-england-essex-64255567,BBC News,2023,"""sea level rise""",Flood of 1953: Canvey Island defiant in face of rising sea levels,https://www.bbc.co.uk/news/uk-england-essex-64255567,2023-01-31,,12,https://ichef.bbci.co.uk/ace/standard/976/cpsprodpb/0D65/production/_128292430_sea.png,../Scripts/output/bbc/bbc_images/bbc_2023-01-31_uk-england-essex-64255567_img12.png,"Image caption, Annual flood levels are predicted to exceed the sea level along much of the Essex coast by 2050",,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-01-31_uk-england-essex-64255567_img12.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-65602293,BBC News,2023,"""1.5C""",Global warming set to break key 1.5C limit for first time,https://www.bbc.co.uk/news/science-environment-65602293,2023-05-17,,3,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/5D2F/production/_129755832_avg_temp_change_chart-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-05-17_science-environment-65602293_img03.png,,,1,chart,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-05-17_science-environment-65602293_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-66857354,BBC News,2023,"""1.5C""",World breaches key 1.5C warming mark for record number of days,https://www.bbc.co.uk/news/science-environment-66857354,2023-10-06,2023-10-07,3,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/6B02/production/_131349372_elnino_index_chart-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-10-06_science-environment-66857354_img03.png,,,1,chart,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-10-06_science-environment-66857354_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-66857354,BBC News,2023,"""1.5C""",World breaches key 1.5C warming mark for record number of days,https://www.bbc.co.uk/news/science-environment-66857354,2023-10-06,2023-10-07,4,https://ichef.bbci.co.uk/ace/standard/1280/cpsprodpb/9212/production/_131349373_global_2mtemp_jja_anomaly_map-2x-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-10-06_science-environment-66857354_img04.png,,,1,map,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-10-06_science-environment-66857354_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-67242386,BBC News,2023,"""1.5C""",Carbon emissions threaten 1.5C climate threshold sooner than thought - report,https://www.bbc.co.uk/news/science-environment-67242386,2023-10-30,,3,https://ichef.bbci.co.uk/ace/standard/2560/cpsprodpb/43F2/production/_131349371_global_temp_lines_w1_5-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-10-30_science-environment-67242386_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-10-30_science-environment-67242386_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-67544977,BBC News,2023,"""1.5C""",Five climate change solutions under the spotlight at COP28,https://www.bbc.co.uk/news/science-environment-67544977,2023-12-06,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/C0A1/production/_131831394_productiongapchart-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-12-06_science-environment-67544977_img03.png,,,1,chart,0,,0,likely_visualization,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-12-06_science-environment-67544977_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-67544977,BBC News,2023,"""1.5C""",Five climate change solutions under the spotlight at COP28,https://www.bbc.co.uk/news/science-environment-67544977,2023-12-06,,4,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/E7B1/production/_131831395_renewables-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-12-06_science-environment-67544977_img04.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-12-06_science-environment-67544977_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-67544977,BBC News,2023,"""1.5C""",Five climate change solutions under the spotlight at COP28,https://www.bbc.co.uk/news/science-environment-67544977,2023-12-06,,5,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/10EC1/production/_131831396_globalevsales-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-12-06_science-environment-67544977_img05.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-12-06_science-environment-67544977_img05.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-67544977,BBC News,2023,"""1.5C""",Five climate change solutions under the spotlight at COP28,https://www.bbc.co.uk/news/science-environment-67544977,2023-12-06,,6,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/9991/production/_131831393_methane_emissions-nc.png,../Scripts/output/bbc/bbc_images/bbc_2023-12-06_science-environment-67544977_img06.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2023-12-06_science-environment-67544977_img06.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-68110310,BBC News,2024,"""1.5C""",World's first year-long breach of key 1.5C warming limit,https://www.bbc.co.uk/news/science-environment-68110310,2024-02-08,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/148A/production/_132585250_era5_ma365days-nc.png,../Scripts/output/bbc/bbc_images/bbc_2024-02-08_science-environment-68110310_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2024-02-08_science-environment-68110310_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-68110310,BBC News,2024,"""1.5C""",World's first year-long breach of key 1.5C warming limit,https://www.bbc.co.uk/news/science-environment-68110310,2024-02-08,,3,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/3B9A/production/_132585251_era_5_global_sea_temp_lines_2024-02-03-nc.png,../Scripts/output/bbc/bbc_images/bbc_2024-02-08_science-environment-68110310_img03.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2024-02-08_science-environment-68110310_img03.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
science-environment-68110310,BBC News,2024,"""1.5C""",World's first year-long breach of key 1.5C warming limit,https://www.bbc.co.uk/news/science-environment-68110310,2024-02-08,,4,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/62AA/production/_132585252_global_temp_record-nc.png,../Scripts/output/bbc/bbc_images/bbc_2024-02-08_science-environment-68110310_img04.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2024-02-08_science-environment-68110310_img04.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
c1dpnxnvv2go,BBC News,2024,"""1.5C""",2024 'virtually certain' to be world's warmest year on record,https://www.bbc.co.uk/news/articles/c1dpnxnvv2go,2024-11-07,,2,https://ichef.bbci.co.uk/ace/standard/1920/cpsprodpb/e5bf/live/feda4130-9c5e-11ef-82c3-45a801b7330b.png,../Scripts/output/bbc/bbc_images/bbc_2024-11-07_c1dpnxnvv2go_img02.png,,,0,,0,,1,broad_candidate,D:\FR\IGD\IPCC internship\output\bbc\bbc_images\bbc_images_dataviz_dedup\bbc_2024-11-07_c1dpnxnvv2go_img02.png,D:\FR\IGD\IPCC internship\output\bbc\bbc_images.csv
